transactionid,saledate,receiptnumber,servicecharge,servicechargevat,transactionexcludevat,servicechargepercent,vatpercent,otheramountdiscount,totalproductamount,totalpayamount
78037,2019-02-12,033022019/120052,56475.0000,5648.0000,75300.0000,7.5000,10.0000,0.0000,15.0000,890423.0000
78029,2019-02-12,033022019/120033,21450.0000,2145.0000,28600.0000,7.5000,10.0000,0.0000,7.0000,338195.0000
14538,2019-02-12,033022019/120034,6750.0000,675.0000,9000.0000,7.5000,10.0000,0.0000,2.0000,106425.0000
14538,2019-02-12,033022019/120034,6750.0000,675.0000,9000.0000,7.5000,10.0000,0.0000,2.0000,106425.0000
14539,2019-02-12,033022019/120035,4350.0000,435.0000,5800.0000,7.5000,10.0000,0.0000,2.0000,68585.0000
14539,2019-02-12,033022019/120035,4350.0000,435.0000,5800.0000,7.5000,10.0000,0.0000,2.0000,68585.0000
78038,2019-02-12,033022019/120036,24975.0000,2498.0000,33300.0000,7.5000,10.0000,0.0000,7.0000,393773.0000
78038,2019-02-12,033022019/120036,24975.0000,2498.0000,33300.0000,7.5000,10.0000,0.0000,7.0000,393773.0000
78039,2019-02-12,033022019/120037,54525.0000,5453.0000,72700.0000,7.5000,10.0000,0.0000,18.0000,859678.0000
78043,2019-02-12,033022019/120043,21900.0000,2190.0000,29200.0000,7.5000,10.0000,0.0000,5.0000,345290.0000
78037,2019-02-12,033022019/120052,56475.0000,5648.0000,75300.0000,7.5000,10.0000,0.0000,15.0000,890423.0000
14540,2019-02-12,033022019/120044,12150.0000,1215.0000,16200.0000,7.5000,10.0000,0.0000,5.0000,191565.0000
78047,2019-02-12,033022019/120051,21000.0000,2100.0000,28000.0000,7.5000,10.0000,0.0000,5.0000,331100.0000
78037,2019-02-12,033022019/120052,6375.0000,638.0000,8500.0000,7.5000,10.0000,0.0000,1.0000,100513.0000
78047,2019-02-12,033022019/120051,21000.0000,2100.0000,28000.0000,7.5000,10.0000,0.0000,5.0000,331100.0000
78037,2019-02-12,033022019/120052,6375.0000,638.0000,8500.0000,7.5000,10.0000,0.0000,1.0000,100513.0000
46098,2019-02-12,033022019/120054,6750.0000,675.0000,9000.0000,7.5000,10.0000,0.0000,2.0000,106425.0000
14541,2019-02-12,033022019/120053,2625.0000,263.0000,3500.0000,7.5000,10.0000,0.0000,1.0000,41388.0000
14541,2019-02-12,033022019/120053,2625.0000,263.0000,3500.0000,7.5000,10.0000,0.0000,1.0000,41388.0000
46098,2019-02-12,033022019/120054,6750.0000,675.0000,9000.0000,7.5000,10.0000,0.0000,2.0000,106425.0000
46103,2019-02-12,033022019/120056,19200.0000,1920.0000,25600.0000,7.5000,10.0000,0.0000,6.0000,302720.0000
46100,2019-02-12,033022019/120055,17325.0000,1733.0000,23100.0000,7.5000,10.0000,0.0000,8.0000,273158.0000
78048,2019-02-12,033022019/120050,34275.0000,3428.0000,45700.0000,7.5000,10.0000,0.0000,7.0000,540403.0000
78048,2019-02-12,033022019/120050,34275.0000,3428.0000,45700.0000,7.5000,10.0000,0.0000,7.0000,540403.0000
46101,2019-02-12,033022019/120049,17550.0000,1755.0000,23400.0000,7.5000,10.0000,0.0000,8.0000,276705.0000
14540,2019-02-12,033022019/120044,12150.0000,1215.0000,16200.0000,7.5000,10.0000,0.0000,5.0000,191565.0000
78044,2019-02-12,033022019/120045,38025.0000,3803.0000,50700.0000,7.5000,10.0000,0.0000,17.0000,599528.0000
78044,2019-02-12,033022019/120045,38025.0000,3803.0000,50700.0000,7.5000,10.0000,0.0000,17.0000,599528.0000
78045,2019-02-12,033022019/120046,29700.0000,2970.0000,39600.0000,7.5000,10.0000,0.0000,7.0000,468270.0000
78045,2019-02-12,033022019/120046,29700.0000,2970.0000,39600.0000,7.5000,10.0000,0.0000,7.0000,468270.0000
46099,2019-02-12,033022019/120047,13500.0000,1350.0000,18000.0000,7.5000,10.0000,0.0000,4.0000,212850.0000
46099,2019-02-12,033022019/120047,13500.0000,1350.0000,18000.0000,7.5000,10.0000,0.0000,4.0000,212850.0000
46097,2019-02-12,033022019/120048,43425.0000,4343.0000,57900.0000,7.5000,10.0000,0.0000,5.0000,684668.0000
46101,2019-02-12,033022019/120049,17550.0000,1755.0000,23400.0000,7.5000,10.0000,0.0000,8.0000,276705.0000
46097,2019-02-12,033022019/120048,43425.0000,4343.0000,57900.0000,7.5000,10.0000,0.0000,5.0000,684668.0000
46100,2019-02-12,033022019/120055,17325.0000,1733.0000,23100.0000,7.5000,10.0000,0.0000,8.0000,273158.0000
46080,2019-02-12,033022019/120009,56325.0000,5633.0000,75100.0000,7.5000,10.0000,0.0000,16.0000,888058.0000
46088,2019-02-12,033022019/120042,7575.0000,758.0000,10100.0000,7.5000,10.0000,0.0000,2.0000,119433.0000
78032,2019-02-12,033022019/120016,18825.0000,1883.0000,25100.0000,7.5000,10.0000,0.0000,4.0000,296808.0000
78032,2019-02-12,033022019/120016,18825.0000,1883.0000,25100.0000,7.5000,10.0000,0.0000,4.0000,296808.0000
14534,2019-02-12,033022019/120017,6450.0000,645.0000,8600.0000,7.5000,10.0000,0.0000,3.0000,101695.0000
14534,2019-02-12,033022019/120017,6450.0000,645.0000,8600.0000,7.5000,10.0000,0.0000,3.0000,101695.0000
78035,2019-02-12,033022019/120018,52500.0000,5250.0000,70000.0000,7.5000,10.0000,0.0000,15.0000,827750.0000
78035,2019-02-12,033022019/120018,52500.0000,5250.0000,70000.0000,7.5000,10.0000,0.0000,15.0000,827750.0000
46085,2019-02-12,033022019/120020,27525.0000,2753.0000,36700.0000,7.5000,10.0000,0.0000,5.0000,433978.0000
14536,2019-02-12,033022019/120019,17625.0000,1763.0000,23500.0000,7.5000,10.0000,0.0000,2.0000,277888.0000
46085,2019-02-12,033022019/120020,9900.0000,990.0000,13200.0000,7.5000,10.0000,0.0000,3.0000,156090.0000
78031,2019-02-12,033022019/120015,46275.0000,4628.0000,61700.0000,7.5000,10.0000,0.0000,14.0000,729603.0000
46082,2019-02-12,033022019/120014,10125.0000,1013.0000,13500.0000,7.5000,10.0000,0.0000,4.0000,159638.0000
46086,2019-02-12,033022019/120013,20250.0000,2025.0000,27000.0000,7.5000,10.0000,0.0000,7.0000,319275.0000
78030,2019-02-12,033022019/120010,31125.0000,3113.0000,41500.0000,7.5000,10.0000,0.0000,7.0000,490738.0000
78030,2019-02-12,033022019/120010,31125.0000,3113.0000,33200.0000,7.5000,10.0000,0.0000,7.0000,399438.0000
46087,2019-02-12,033022019/120012,10275.0000,1028.0000,13700.0000,7.5000,10.0000,0.0000,3.0000,162003.0000
46086,2019-02-12,033022019/120013,20250.0000,2025.0000,27000.0000,7.5000,10.0000,0.0000,7.0000,319275.0000
46082,2019-02-12,033022019/120014,10125.0000,1013.0000,13500.0000,7.5000,10.0000,0.0000,4.0000,159638.0000
46083,2019-02-12,033022019/120011,8775.0000,878.0000,11700.0000,7.5000,10.0000,0.0000,3.0000,138353.0000
46083,2019-02-12,033022019/120011,8775.0000,878.0000,11700.0000,7.5000,10.0000,0.0000,3.0000,138353.0000
46088,2019-02-12,033022019/120042,3450.0000,345.0000,4600.0000,7.5000,10.0000,0.0000,1.0000,54395.0000
46087,2019-02-12,033022019/120012,10275.0000,1028.0000,13700.0000,7.5000,10.0000,0.0000,3.0000,162003.0000
78031,2019-02-12,033022019/120015,46275.0000,4628.0000,61700.0000,7.5000,10.0000,0.0000,14.0000,729603.0000
78033,2019-02-12,033022019/120021,21825.0000,2183.0000,29100.0000,7.5000,10.0000,0.0000,6.0000,344108.0000
14536,2019-02-12,033022019/120019,17625.0000,1763.0000,23500.0000,7.5000,10.0000,0.0000,2.0000,277888.0000
46085,2019-02-12,033022019/120020,9900.0000,990.0000,13200.0000,7.5000,10.0000,0.0000,3.0000,156090.0000
46084,2019-02-12,033022019/120027,19950.0000,1995.0000,26600.0000,7.5000,10.0000,0.0000,4.0000,314545.0000
78036,2019-02-12,033022019/120028,32250.0000,3225.0000,43000.0000,7.5000,10.0000,0.0000,11.0000,508475.0000
78036,2019-02-12,033022019/120028,32250.0000,3225.0000,43000.0000,7.5000,10.0000,0.0000,11.0000,508475.0000
46089,2019-02-12,033022019/120029,27150.0000,2715.0000,36200.0000,7.5000,10.0000,0.0000,9.0000,428065.0000
46089,2019-02-12,033022019/120029,27150.0000,2715.0000,36200.0000,7.5000,10.0000,0.0000,9.0000,428065.0000
46095,2019-02-12,033022019/120030,1725.0000,173.0000,2300.0000,7.5000,10.0000,0.0000,1.0000,27198.0000
46091,2019-02-12,033022019/120031,15525.0000,1553.0000,20700.0000,7.5000,10.0000,0.0000,5.0000,244778.0000
46091,2019-02-12,033022019/120031,15525.0000,1553.0000,20700.0000,7.5000,10.0000,0.0000,5.0000,244778.0000
46095,2019-02-12,033022019/120030,1725.0000,173.0000,2300.0000,7.5000,10.0000,0.0000,1.0000,27198.0000
46091,2019-02-12,033022019/120031,15525.0000,1553.0000,20700.0000,7.5000,10.0000,0.0000,5.0000,244778.0000
46092,2019-02-12,033022019/120026,17550.0000,1755.0000,23400.0000,7.5000,10.0000,0.0000,7.0000,276705.0000
46084,2019-02-12,033022019/120027,19950.0000,1995.0000,26600.0000,7.5000,10.0000,0.0000,4.0000,314545.0000
46090,2019-02-12,033022019/120025,20700.0000,2070.0000,27600.0000,7.5000,10.0000,0.0000,7.0000,326370.0000
78033,2019-02-12,033022019/120021,21825.0000,2183.0000,29100.0000,7.5000,10.0000,0.0000,6.0000,344108.0000
46094,2019-02-12,033022019/120022,18225.0000,1823.0000,24300.0000,7.5000,10.0000,0.0000,6.0000,287348.0000
46094,2019-02-12,033022019/120022,18225.0000,1823.0000,24300.0000,7.5000,10.0000,0.0000,6.0000,287348.0000
78034,2019-02-12,033022019/120024,26325.0000,2633.0000,35100.0000,7.5000,10.0000,0.0000,8.0000,415058.0000
46093,2019-02-12,033022019/120023,13650.0000,1365.0000,18200.0000,7.5000,10.0000,0.0000,5.0000,215215.0000
78034,2019-02-12,033022019/120024,29325.0000,2933.0000,39100.0000,7.5000,10.0000,0.0000,9.0000,462358.0000
46090,2019-02-12,033022019/120025,20700.0000,2070.0000,27600.0000,7.5000,10.0000,0.0000,7.0000,326370.0000
46093,2019-02-12,033022019/120023,13650.0000,1365.0000,18200.0000,7.5000,10.0000,0.0000,5.0000,215215.0000
46092,2019-02-12,033022019/120026,17550.0000,1755.0000,23400.0000,7.5000,10.0000,0.0000,7.0000,276705.0000
78034,2019-02-12,033022019/120024,29325.0000,2933.0000,39100.0000,7.5000,10.0000,0.0000,9.0000,462358.0000
78037,2019-02-12,033022019/120052,48375.0000,4838.0000,64500.0000,7.5000,10.0000,0.0000,15.0000,762713.0000
46103,2019-02-12,033022019/120056,19200.0000,1920.0000,25600.0000,7.5000,10.0000,0.0000,6.0000,302720.0000
78064,2019-02-12,033022019/120078,21900.0000,2190.0000,29200.0000,7.5000,10.0000,0.0000,5.0000,345290.0000
46115,2019-02-12,033022019/120085,33375.0000,3338.0000,44500.0000,7.5000,10.0000,0.0000,11.0000,526213.0000
78069,2019-02-12,033022019/120086,31650.0000,3165.0000,42200.0000,7.5000,10.0000,0.0000,7.0000,499015.0000
78072,2019-02-12,033022019/120088,18900.0000,1890.0000,25200.0000,7.5000,10.0000,0.0000,8.0000,297990.0000
46118,2019-02-12,033022019/120087,13575.0000,1358.0000,18100.0000,7.5000,10.0000,0.0000,3.0000,214033.0000
78063,2019-02-12,033022019/120089,12600.0000,1260.0000,16800.0000,7.5000,10.0000,0.0000,4.0000,198660.0000
78068,2019-02-12,033022019/120091,16350.0000,1635.0000,21800.0000,7.5000,10.0000,0.0000,5.0000,257785.0000
46118,2019-02-12,033022019/120087,13575.0000,1358.0000,18100.0000,7.5000,10.0000,0.0000,3.0000,214033.0000
78070,2019-02-12,033022019/120090,40800.0000,4080.0000,54400.0000,7.5000,10.0000,0.0000,14.0000,643280.0000
78072,2019-02-12,033022019/120088,18900.0000,1890.0000,25200.0000,7.5000,10.0000,0.0000,8.0000,297990.0000
78063,2019-02-12,033022019/120089,12600.0000,1260.0000,16800.0000,7.5000,10.0000,0.0000,4.0000,198660.0000
78069,2019-02-12,033022019/120086,31650.0000,3165.0000,42200.0000,7.5000,10.0000,0.0000,7.0000,499015.0000
78067,2019-02-12,033022019/120084,20925.0000,2093.0000,27900.0000,7.5000,10.0000,0.0000,7.0000,329918.0000
14546,2019-02-12,033022019/120083,10575.0000,1058.0000,14100.0000,7.5000,10.0000,0.0000,3.0000,166733.0000
46112,2019-02-12,033022019/120079,21525.0000,2153.0000,28700.0000,7.5000,10.0000,0.0000,7.0000,339378.0000
78061,2019-02-12,033022019/120081,12750.0000,1275.0000,17000.0000,7.5000,10.0000,0.0000,5.0000,201025.0000
14545,2019-02-12,033022019/120080,10350.0000,1035.0000,13800.0000,7.5000,10.0000,0.0000,2.0000,163185.0000
14545,2019-02-12,033022019/120080,10350.0000,1035.0000,13800.0000,7.5000,10.0000,0.0000,2.0000,163185.0000
78061,2019-02-12,033022019/120081,12750.0000,1275.0000,17000.0000,7.5000,10.0000,0.0000,5.0000,201025.0000
46115,2019-02-12,033022019/120085,33375.0000,3338.0000,44500.0000,7.5000,10.0000,0.0000,11.0000,526213.0000
78071,2019-02-12,033022019/120082,20700.0000,2070.0000,27600.0000,7.5000,10.0000,0.0000,7.0000,326370.0000
78071,2019-02-12,033022019/120082,20700.0000,2070.0000,27600.0000,7.5000,10.0000,0.0000,7.0000,326370.0000
78067,2019-02-12,033022019/120084,20925.0000,2093.0000,27900.0000,7.5000,10.0000,0.0000,7.0000,329918.0000
14546,2019-02-12,033022019/120083,10575.0000,1058.0000,14100.0000,7.5000,10.0000,0.0000,3.0000,166733.0000
78070,2019-02-12,033022019/120090,34425.0000,3443.0000,45900.0000,7.5000,10.0000,0.0000,13.0000,542768.0000
46116,2019-02-12,033022019/120092,62700.0000,6270.0000,83600.0000,7.5000,10.0000,0.0000,18.0000,988570.0000
78074,2019-02-12,033022019/120104,6375.0000,638.0000,8500.0000,7.5000,10.0000,0.0000,1.0000,100513.0000
78065,2019-02-12,033022019/120098,18075.0000,1808.0000,24100.0000,7.5000,10.0000,0.0000,4.0000,284983.0000
78065,2019-02-12,033022019/120098,22050.0000,2205.0000,29400.0000,7.5000,10.0000,0.0000,5.0000,347655.0000
78065,2019-02-12,033022019/120098,22050.0000,2205.0000,29400.0000,7.5000,10.0000,0.0000,5.0000,347655.0000
46122,2019-02-12,033022019/120099,13275.0000,1328.0000,17700.0000,7.5000,10.0000,0.0000,4.0000,209303.0000
78073,2019-02-12,033022019/120100,6000.0000,600.0000,8000.0000,7.5000,10.0000,0.0000,2.0000,94600.0000
46122,2019-02-12,033022019/120099,13275.0000,1328.0000,17700.0000,7.5000,10.0000,0.0000,4.0000,209303.0000
78073,2019-02-12,033022019/120100,6000.0000,600.0000,8000.0000,7.5000,10.0000,0.0000,2.0000,94600.0000
78055,2019-02-12,033022019/120105,27525.0000,2753.0000,36700.0000,7.5000,10.0000,0.0000,9.0000,433978.0000
78055,2019-02-12,033022019/120105,37950.0000,3795.0000,50600.0000,7.5000,10.0000,0.0000,12.0000,598345.0000
46121,2019-02-12,033022019/120101,28650.0000,2865.0000,38200.0000,7.5000,10.0000,0.0000,6.0000,451715.0000
46117,2019-02-12,033022019/120097,19200.0000,1920.0000,25600.0000,7.5000,10.0000,0.0000,7.0000,302720.0000
46117,2019-02-12,033022019/120097,19200.0000,1920.0000,25600.0000,7.5000,10.0000,0.0000,7.0000,302720.0000
46119,2019-02-12,033022019/120096,10275.0000,1028.0000,13700.0000,7.5000,10.0000,0.0000,4.0000,162003.0000
78070,2019-02-12,033022019/120090,34425.0000,3443.0000,45900.0000,7.5000,10.0000,0.0000,13.0000,542768.0000
46113,2019-02-12,033022019/120094,37200.0000,3720.0000,49600.0000,7.5000,10.0000,0.0000,11.0000,586520.0000
78068,2019-02-12,033022019/120091,16350.0000,1635.0000,21800.0000,7.5000,10.0000,0.0000,5.0000,257785.0000
46114,2019-02-12,033022019/120093,12525.0000,1253.0000,16700.0000,7.5000,10.0000,0.0000,5.0000,197478.0000
46116,2019-02-12,033022019/120092,62700.0000,6270.0000,83600.0000,7.5000,10.0000,0.0000,18.0000,988570.0000
46114,2019-02-12,033022019/120093,12525.0000,1253.0000,16700.0000,7.5000,10.0000,0.0000,5.0000,197478.0000
46113,2019-02-12,033022019/120094,37200.0000,3720.0000,49600.0000,7.5000,10.0000,0.0000,11.0000,586520.0000
46120,2019-02-12,033022019/120095,36750.0000,3675.0000,49000.0000,7.5000,10.0000,0.0000,9.0000,579425.0000
46119,2019-02-12,033022019/120096,10275.0000,1028.0000,13700.0000,7.5000,10.0000,0.0000,4.0000,162003.0000
46120,2019-02-12,033022019/120095,36750.0000,3675.0000,49000.0000,7.5000,10.0000,0.0000,9.0000,579425.0000
46123,2019-02-12,033022019/120102,24375.0000,2438.0000,32500.0000,7.5000,10.0000,0.0000,6.0000,384313.0000
46102,2019-02-12,033022019/120057,27375.0000,2738.0000,36500.0000,7.5000,10.0000,0.0000,6.0000,431613.0000
46104,2019-02-12,033022019/120062,79275.0000,7928.0000,84560.0000,7.5000,10.0000,0.0000,20.0000,1017363.0000
14542,2019-02-12,033022019/120063,5175.0000,518.0000,6900.0000,7.5000,10.0000,0.0000,1.0000,81593.0000
14542,2019-02-12,033022019/120063,5175.0000,518.0000,6900.0000,7.5000,10.0000,0.0000,1.0000,81593.0000
78053,2019-02-12,033022019/120064,21600.0000,2160.0000,28800.0000,7.5000,10.0000,0.0000,9.0000,340560.0000
78053,2019-02-12,033022019/120064,21600.0000,2160.0000,28800.0000,7.5000,10.0000,0.0000,9.0000,340560.0000
78060,2019-02-12,,3450.0000,345.0000,4600.0000,7.5000,10.0000,0.0000,1.0000,54395.0000
46109,2019-02-12,033022019/120066,3975.0000,398.0000,5300.0000,7.5000,10.0000,0.0000,1.0000,62673.0000
78054,2019-02-12,033022019/120065,14400.0000,1440.0000,19200.0000,7.5000,10.0000,0.0000,7.0000,227040.0000
78054,2019-02-12,033022019/120065,14400.0000,1440.0000,19200.0000,7.5000,10.0000,0.0000,7.0000,227040.0000
46109,2019-02-12,033022019/120066,3975.0000,398.0000,5300.0000,7.5000,10.0000,0.0000,1.0000,62673.0000
46105,2019-02-12,033022019/120061,12225.0000,1223.0000,16300.0000,7.5000,10.0000,0.0000,5.0000,192748.0000
46106,2019-02-12,033022019/120060,13800.0000,1380.0000,18400.0000,7.5000,10.0000,0.0000,4.0000,217580.0000
78051,2019-02-12,033022019/120059,25500.0000,2550.0000,34000.0000,7.5000,10.0000,0.0000,8.0000,402050.0000
46102,2019-02-12,033022019/120057,27375.0000,2738.0000,36500.0000,7.5000,10.0000,0.0000,6.0000,431613.0000
78052,2019-02-12,033022019/120058,51225.0000,5123.0000,68300.0000,7.5000,10.0000,0.0000,13.0000,807648.0000
78052,2019-02-12,033022019/120058,54225.0000,5423.0000,72300.0000,7.5000,10.0000,0.0000,14.0000,854948.0000
78052,2019-02-12,033022019/120058,56475.0000,5648.0000,75300.0000,7.5000,10.0000,0.0000,15.0000,890423.0000
78052,2019-02-12,033022019/120058,56475.0000,5648.0000,75300.0000,7.5000,10.0000,0.0000,15.0000,890423.0000
78051,2019-02-12,033022019/120059,25500.0000,2550.0000,34000.0000,7.5000,10.0000,0.0000,8.0000,402050.0000
46106,2019-02-12,033022019/120060,10350.0000,1035.0000,13800.0000,7.5000,10.0000,0.0000,3.0000,163185.0000
46106,2019-02-12,033022019/120060,13800.0000,1380.0000,18400.0000,7.5000,10.0000,0.0000,4.0000,217580.0000
46104,2019-02-12,033022019/120062,79275.0000,7928.0000,105700.0000,7.5000,10.0000,0.0000,20.0000,1249903.0000
46105,2019-02-12,033022019/120061,12225.0000,1223.0000,16300.0000,7.5000,10.0000,0.0000,5.0000,192748.0000
46107,2019-02-12,033022019/120067,14400.0000,1440.0000,19200.0000,7.5000,10.0000,0.0000,5.0000,227040.0000
46107,2019-02-12,033022019/120067,14400.0000,1440.0000,19200.0000,7.5000,10.0000,0.0000,5.0000,227040.0000
78058,2019-02-12,033022019/120068,16650.0000,1665.0000,22200.0000,7.5000,10.0000,0.0000,5.0000,262515.0000
78057,2019-02-12,033022019/120073,10425.0000,1043.0000,13900.0000,7.5000,10.0000,0.0000,3.0000,164368.0000
78066,2019-02-12,033022019/120074,14250.0000,1425.0000,19000.0000,7.5000,10.0000,0.0000,4.0000,224675.0000
46108,2019-02-12,033022019/120075,39600.0000,3960.0000,52800.0000,7.5000,10.0000,0.0000,11.0000,624360.0000
46112,2019-02-12,033022019/120079,21525.0000,2153.0000,28700.0000,7.5000,10.0000,0.0000,7.0000,339378.0000
78059,2019-02-12,033022019/120076,34575.0000,3458.0000,46100.0000,7.5000,10.0000,0.0000,15.0000,545133.0000
46108,2019-02-12,033022019/120075,39600.0000,3960.0000,52800.0000,7.5000,10.0000,0.0000,11.0000,624360.0000
14544,2019-02-12,033022019/120073,10425.0000,1043.0000,13900.0000,7.5000,10.0000,0.0000,3.0000,164368.0000
78062,2019-02-12,033022019/120077,16575.0000,1658.0000,22100.0000,7.5000,10.0000,0.0000,3.0000,261333.0000
14544,2019-02-12,033022019/120073,10425.0000,1043.0000,13900.0000,7.5000,10.0000,0.0000,3.0000,164368.0000
78059,2019-02-12,033022019/120076,34575.0000,3458.0000,36880.0000,7.5000,10.0000,0.0000,15.0000,443713.0000
78066,2019-02-12,033022019/120074,14250.0000,1425.0000,19000.0000,7.5000,10.0000,0.0000,4.0000,224675.0000
46110,2019-02-12,033022019/120072,20925.0000,2093.0000,27900.0000,7.5000,10.0000,0.0000,6.0000,329918.0000
78057,2019-02-12,033022019/120073,10425.0000,1043.0000,13900.0000,7.5000,10.0000,0.0000,3.0000,164368.0000
78056,2019-02-12,033022019/120069,12675.0000,1268.0000,16900.0000,7.5000,10.0000,0.0000,5.0000,199843.0000
78058,2019-02-12,033022019/120068,16650.0000,1665.0000,22200.0000,7.5000,10.0000,0.0000,5.0000,262515.0000
78056,2019-02-12,033022019/120069,12675.0000,1268.0000,16900.0000,7.5000,10.0000,0.0000,5.0000,199843.0000
78049,2019-02-12,033022019/120070,52425.0000,5243.0000,69900.0000,7.5000,10.0000,0.0000,14.0000,826568.0000
14543,2019-02-12,033022019/120068,16650.0000,1665.0000,22200.0000,7.5000,10.0000,0.0000,5.0000,262515.0000
14543,2019-02-12,033022019/120068,16650.0000,1665.0000,22200.0000,7.5000,10.0000,0.0000,5.0000,262515.0000
78049,2019-02-12,033022019/120070,52425.0000,5243.0000,69900.0000,7.5000,10.0000,0.0000,14.0000,826568.0000
46111,2019-02-12,033022019/120071,24600.0000,2460.0000,32800.0000,7.5000,10.0000,0.0000,11.0000,387860.0000
46111,2019-02-12,033022019/120071,24600.0000,2460.0000,32800.0000,7.5000,10.0000,0.0000,11.0000,387860.0000
46110,2019-02-12,033022019/120072,20925.0000,2093.0000,27900.0000,7.5000,10.0000,0.0000,6.0000,329918.0000
78062,2019-02-12,033022019/120077,16575.0000,1658.0000,22100.0000,7.5000,10.0000,0.0000,3.0000,261333.0000
14529,2019-02-12,033022019/120001,7200.0000,720.0000,9600.0000,7.5000,10.0000,0.0000,4.0000,113520.0000
14529,2019-02-12,033022019/120001,7200.0000,720.0000,9600.0000,7.5000,10.0000,0.0000,4.0000,113520.0000
78027,2019-02-12,033022019/120002,32775.0000,3278.0000,43700.0000,7.5000,10.0000,0.0000,10.0000,516753.0000
78027,2019-02-12,033022019/120002,32775.0000,3278.0000,34960.0000,7.5000,10.0000,0.0000,10.0000,420613.0000
14530,2019-02-12,033022019/120003,10800.0000,1080.0000,14400.0000,7.5000,10.0000,0.0000,3.0000,170280.0000
